date,platform,post_type,likes,shares,comments,views,,,,,,
26/06/2023,Instagram,video,1820,614,228,8336,,,,,,
26/06/2023,Instagram,text,576,436,137,7069,,,,,,
26/06/2023,Facebook,image,1154,171,108,9577,,,,,,
26/06/2023,Facebook,image,2172,640,402,5771,,,,,,
26/06/2023,Instagram,image,1916,639,419,4043,,,,,,
26/06/2023,Instagram,image,721,233,459,7774,,,,,,
26/06/2023,Twitter,video,1517,801,361,5738,,,,,,
27/06/2023,Twitter,image,1884,146,303,9489,,,,,,
28/06/2023,Instagram,image,1468,453,280,8067,,,,,,
28/06/2023,Twitter,text,679,127,431,7238,,,,,,
29/06/2023,Instagram,text,1625,809,168,6198,,,,,,
29/06/2023,Twitter,video,1193,375,181,5543,,,,,,
30/06/2023,Facebook,text,1800,671,490,8179,,,,,,
30/06/2023,Facebook,video,1291,324,335,5435,,,,,,
30/06/2023,Facebook,video,2037,125,140,6852,,,,,,
30/06/2023,Instagram,video,964,864,252,4885,,,,,,
30/06/2023,Instagram,image,1297,172,144,4655,,,,,,
01/07/2023,Facebook,video,1195,486,150,4640,,,,,,
01/07/2023,Instagram,image,1340,789,321,9759,,,,,,
01/07/2023,Facebook,video,1911,145,239,7107,,,,,,
02/07/2023,Instagram,image,2142,347,216,8362,,,,,,
02/07/2023,Twitter,image,1596,229,350,5394,,,,,,
02/07/2023,Facebook,text,2079,659,427,5490,,,,,,
03/07/2023,Instagram,image,1497,279,156,4504,,,,,,
03/07/2023,Facebook,image,1467,837,375,8266,,,,,,
04/07/2023,Instagram,video,1027,244,124,9194,,,,,,
04/07/2023,Instagram,text,1649,738,157,7490,,,,,,
04/07/2023,Twitter,text,1133,324,175,6288,,,,,,
04/07/2023,Instagram,text,985,275,266,8175,,,,,,
04/07/2023,Instagram,video,800,479,267,7213,,,,,,
04/07/2023,Twitter,video,818,236,272,6186,,,,,,
05/07/2023,Twitter,image,1985,457,371,9123,,,,,,
05/07/2023,Twitter,text,773,464,352,9229,,,,,,
05/07/2023,Facebook,text,2048,242,295,9701,,,,,,
05/07/2023,Twitter,video,1604,813,353,6526,,,,,,
05/07/2023,Facebook,text,929,610,394,6636,,,,,,
05/07/2023,Facebook,image,1257,785,374,7472,,,,,,
05/07/2023,Instagram,image,1016,566,477,4140,,,,,,
06/07/2023,Facebook,image,2032,348,366,5990,,,,,,
06/07/2023,Twitter,text,744,595,211,7706,,,,,,
06/07/2023,Facebook,text,1513,196,364,6488,,,,,,
06/07/2023,Facebook,video,1412,480,423,4495,,,,,,
06/07/2023,Facebook,video,1339,608,318,6209,,,,,,
06/07/2023,Instagram,image,2188,203,314,6051,,,,,,
06/07/2023,Instagram,text,1184,254,196,6094,,,,,,
07/07/2023,Twitter,text,2131,255,484,9325,,,,,,
07/07/2023,Instagram,text,562,176,397,8723,,,,,,
07/07/2023,Instagram,text,558,735,154,4422,,,,,,
07/07/2023,Twitter,text,707,783,420,9287,,,,,,
07/07/2023,Twitter,video,1063,471,462,5551,,,,,,
08/07/2023,Instagram,video,931,372,217,6686,,,,,,
08/07/2023,Instagram,text,758,386,470,9765,,,,,,
08/07/2023,Twitter,image,913,613,161,4147,,,,,,
08/07/2023,Twitter,video,1482,640,345,5816,,,,,,
08/07/2023,Twitter,video,2134,234,474,9323,,,,,,
08/07/2023,Twitter,text,469,476,123,8136,,,,,,
09/07/2023,Facebook,video,667,491,193,4674,,,,,,
09/07/2023,Twitter,text,2169,571,446,4007,,,,,,
09/07/2023,Twitter,video,808,440,248,8990,,,,,,
09/07/2023,Facebook,image,867,447,185,5650,,,,,,
10/07/2023,Facebook,video,867,895,341,5521,,,,,,
10/07/2023,Instagram,image,1937,847,137,7666,,,,,,
10/07/2023,Instagram,image,1568,715,301,5394,,,,,,
10/07/2023,Facebook,image,997,832,280,7226,,,,,,
10/07/2023,Twitter,text,2159,356,206,6220,,,,,,
11/07/2023,Facebook,image,549,882,194,6573,,,,,,
11/07/2023,Twitter,video,1131,810,431,9628,,,,,,
11/07/2023,Facebook,image,1896,186,472,8576,,,,,,
11/07/2023,Facebook,text,1848,793,304,8269,,,,,,
11/07/2023,Twitter,image,793,267,284,5072,,,,,,
11/07/2023,Facebook,image,1757,524,382,9865,,,,,,
11/07/2023,Facebook,video,1459,270,229,5562,,,,,,
11/07/2023,Twitter,text,537,826,443,6382,,,,,,
11/07/2023,Twitter,image,2131,126,164,6900,,,,,,
12/07/2023,Instagram,image,1875,623,142,8452,,,,,,
12/07/2023,Instagram,text,991,234,291,5969,,,,,,
12/07/2023,Facebook,image,607,370,137,5838,,,,,,
12/07/2023,Facebook,video,894,240,213,8424,,,,,,
12/07/2023,Twitter,text,1071,357,256,5541,,,,,,
12/07/2023,Facebook,image,614,107,480,7241,,,,,,
12/07/2023,Facebook,image,1668,526,461,4667,,,,,,
14/07/2023,Twitter,video,926,431,284,6550,,,,,,
14/07/2023,Twitter,image,1333,657,327,8566,,,,,,
14/07/2023,Facebook,text,1676,380,223,7666,,,,,,
14/07/2023,Twitter,image,592,564,204,9191,,,,,,
14/07/2023,Twitter,text,737,335,385,6699,,,,,,
14/07/2023,Twitter,text,406,332,496,7775,,,,,,
15/07/2023,Twitter,video,1366,310,378,9386,,,,,,
15/07/2023,Instagram,text,1915,688,138,6845,,,,,,
15/07/2023,Twitter,image,647,459,411,6458,,,,,,
15/07/2023,Facebook,video,1325,727,473,6011,,,,,,
16/07/2023,Instagram,image,740,676,161,6175,,,,,,
16/07/2023,Twitter,video,1554,898,453,9505,,,,,,
16/07/2023,Instagram,image,803,466,247,4347,,,,,,
16/07/2023,Facebook,video,2123,196,490,5694,,,,,,
17/07/2023,Twitter,text,1413,255,347,6532,,,,,,
17/07/2023,Instagram,video,479,320,461,4324,,,,,,
17/07/2023,Instagram,image,1842,469,455,5424,,,,,,
17/07/2023,Instagram,image,459,186,441,4893,,,,,,
17/07/2023,Instagram,text,769,163,426,6579,,,,,,
17/07/2023,Instagram,image,546,210,330,5214,,,,,,
17/07/2023,Facebook,text,1691,224,108,4027,,,,,,
17/07/2023,Instagram,image,881,419,476,8762,,,,,,
17/07/2023,Twitter,video,1344,455,277,4830,,,,,,
18/07/2023,Instagram,image,535,745,313,6169,,,,,,
18/07/2023,Twitter,video,1458,681,371,5432,,,,,,
18/07/2023,Facebook,video,1345,308,327,9191,,,,,,
18/07/2023,Twitter,image,996,587,151,5023,,,,,,
19/07/2023,Instagram,video,1786,554,306,7759,,,,,,
19/07/2023,Facebook,video,1758,127,137,6093,,,,,,
19/07/2023,Twitter,image,1903,597,266,8275,,,,,,
19/07/2023,Instagram,image,654,725,140,7782,,,,,,
19/07/2023,Twitter,video,2189,720,233,6904,,,,,,
19/07/2023,Instagram,text,1601,119,284,6443,,,,,,
19/07/2023,Facebook,text,1382,568,159,4805,,,,,,
20/07/2023,Facebook,text,1763,190,348,9504,,,,,,
20/07/2023,Facebook,image,774,332,327,7309,,,,,,
20/07/2023,Twitter,text,746,269,121,7528,,,,,,
20/07/2023,Twitter,image,768,240,161,5096,,,,,,
20/07/2023,Instagram,image,1406,833,391,5570,,,,,,
21/07/2023,Facebook,text,1482,797,119,6665,,,,,,
21/07/2023,Twitter,text,1075,232,253,4043,,,,,,
21/07/2023,Facebook,video,1247,585,467,5158,,,,,,
21/07/2023,Facebook,text,1425,594,242,7572,,,,,,
21/07/2023,Facebook,image,1166,634,304,5182,,,,,,
21/07/2023,Instagram,image,1870,356,332,4817,,,,,,
21/07/2023,Twitter,text,749,626,123,4056,,,,,,
21/07/2023,Instagram,video,851,464,113,6949,,,,,,
21/07/2023,Facebook,image,1343,183,263,5885,,,,,,
22/07/2023,Twitter,image,604,577,273,6304,,,,,,
22/07/2023,Instagram,image,1089,686,128,4688,,,,,,
22/07/2023,Facebook,image,2107,899,443,9476,,,,,,
22/07/2023,Facebook,image,1662,491,257,8069,,,,,,
22/07/2023,Instagram,text,770,645,123,4381,,,,,,
22/07/2023,Instagram,text,1526,788,388,7525,,,,,,
23/07/2023,Facebook,image,2062,557,457,5205,,,,,,
23/07/2023,Twitter,text,2200,466,336,8037,,,,,,
23/07/2023,Facebook,video,1439,568,390,9115,,,,,,
23/07/2023,Twitter,image,881,250,300,5529,,,,,,
24/07/2023,Twitter,text,1673,132,182,9886,,,,,,
24/07/2023,Twitter,image,1189,715,370,6381,,,,,,
24/07/2023,Instagram,video,769,879,480,6253,,,,,,
24/07/2023,Instagram,image,669,417,138,9234,,,,,,
24/07/2023,Twitter,image,1418,699,490,8021,,,,,,
25/07/2023,Instagram,video,1353,867,205,5421,,,,,,
25/07/2023,Twitter,text,522,461,455,4888,,,,,,
25/07/2023,Twitter,image,632,562,227,6259,,,,,,
26/07/2023,Facebook,text,1338,556,153,5421,,,,,,
27/07/2023,Instagram,video,1690,431,154,4965,,,,,,
27/07/2023,Instagram,video,1806,442,255,9185,,,,,,
27/07/2023,Instagram,image,1109,235,234,5082,,,,,,
27/07/2023,Facebook,video,1425,287,275,9698,,,,,,
27/07/2023,Instagram,text,1583,527,486,9075,,,,,,
27/07/2023,Twitter,text,2036,449,140,9232,,,,,,
28/07/2023,Instagram,video,2048,131,272,4261,,,,,,
28/07/2023,Twitter,text,999,285,170,7490,,,,,,
28/07/2023,Twitter,video,1231,130,155,5883,,,,,,
28/07/2023,Instagram,text,1749,894,175,8134,,,,,,
29/07/2023,Instagram,video,1462,191,140,6718,,,,,,
29/07/2023,Facebook,text,1926,838,260,7893,,,,,,
30/07/2023,Facebook,video,587,258,230,6876,,,,,,
30/07/2023,Instagram,video,1756,755,316,8890,,,,,,
30/07/2023,Twitter,image,1908,853,401,6841,,,,,,
30/07/2023,Twitter,video,1097,818,249,7922,,,,,,
30/07/2023,Facebook,video,1000,438,416,9346,,,,,,
30/07/2023,Facebook,text,2015,861,347,6393,,,,,,
30/07/2023,Instagram,text,951,491,495,9977,,,,,,
30/07/2023,Twitter,text,1510,180,382,4167,,,,,,
31/07/2023,Facebook,image,1195,832,393,9377,,,,,,
31/07/2023,Instagram,image,1650,232,257,5213,,,,,,
31/07/2023,Twitter,text,1116,332,104,4497,,,,,,
31/07/2023,Twitter,image,2080,376,468,7792,,,,,,
31/07/2023,Instagram,video,2159,127,268,8632,,,,,,
01/08/2023,Twitter,text,2115,813,185,9537,,,,,,
01/08/2023,Twitter,image,1017,655,351,9663,,,,,,
01/08/2023,Instagram,video,1622,614,335,7367,,,,,,
01/08/2023,Twitter,image,1580,757,255,9384,,,,,,
01/08/2023,Twitter,text,2018,355,435,8740,,,,,,
02/08/2023,Facebook,video,1631,758,296,9421,,,,,,
02/08/2023,Instagram,image,1885,656,172,8959,,,,,,
02/08/2023,Instagram,video,1975,447,284,5956,,,,,,
02/08/2023,Facebook,text,1628,836,406,9096,,,,,,
03/08/2023,Facebook,image,1466,745,147,7062,,,,,,
03/08/2023,Twitter,image,609,144,484,7232,,,,,,
03/08/2023,Facebook,image,2021,733,307,5090,,,,,,
03/08/2023,Instagram,text,2138,302,491,6764,,,,,,
03/08/2023,Twitter,image,2091,754,366,9838,,,,,,
04/08/2023,Twitter,text,1157,689,403,5443,,,,,,
04/08/2023,Facebook,image,1363,132,133,9382,,,,,,
04/08/2023,Instagram,text,1386,108,405,7837,,,,,,
04/08/2023,Facebook,video,1549,666,284,4558,,,,,,
04/08/2023,Facebook,text,1594,869,302,4408,,,,,,
05/08/2023,Instagram,image,1303,611,377,8248,,,,,,
05/08/2023,Twitter,text,1606,628,302,5260,,,,,,
05/08/2023,Instagram,image,669,592,219,9822,,,,,,
05/08/2023,Twitter,text,2178,715,490,5000,,,,,,
05/08/2023,Twitter,text,1289,778,315,5517,,,,,,
05/08/2023,Twitter,video,1809,111,276,5909,,,,,,
06/08/2023,Facebook,video,1534,390,372,5419,,,,,,
06/08/2023,Instagram,image,997,428,256,6434,,,,,,
06/08/2023,Facebook,image,1547,818,370,8768,,,,,,
07/08/2023,Instagram,image,866,724,296,4731,,,,,,
07/08/2023,Instagram,image,1633,654,168,4506,,,,,,
07/08/2023,Twitter,text,1518,858,256,8541,,,,,,
07/08/2023,Facebook,image,612,690,258,5908,,,,,,
08/08/2023,Instagram,video,762,603,109,7443,,,,,,
08/08/2023,Twitter,text,1495,178,209,9049,,,,,,
08/08/2023,Facebook,video,922,244,371,4333,,,,,,
08/08/2023,Twitter,image,1338,372,232,4552,,,,,,
08/08/2023,Instagram,video,1971,634,174,4807,,,,,,
08/08/2023,Twitter,video,1028,636,500,4046,,,,,,
08/08/2023,Twitter,video,1939,578,121,8833,,,,,,
09/08/2023,Twitter,video,648,146,168,5562,,,,,,
09/08/2023,Facebook,text,1790,297,158,6655,,,,,,
09/08/2023,Instagram,video,1869,877,299,5875,,,,,,
09/08/2023,Twitter,image,1953,357,181,7045,,,,,,
09/08/2023,Facebook,image,1658,804,189,4818,,,,,,
09/08/2023,Instagram,text,1112,591,460,8554,,,,,,
09/08/2023,Instagram,image,412,876,408,9547,,,,,,
10/08/2023,Facebook,video,491,323,298,6876,,,,,,
10/08/2023,Instagram,text,947,335,235,6946,,,,,,
10/08/2023,Instagram,text,1828,856,343,4784,,,,,,
10/08/2023,Instagram,image,1469,254,226,7361,,,,,,
10/08/2023,Twitter,image,1108,364,413,7293,,,,,,
11/08/2023,Twitter,text,504,325,474,7354,,,,,,
11/08/2023,Twitter,image,2187,551,102,4134,,,,,,
11/08/2023,Twitter,image,1516,809,377,5499,,,,,,
11/08/2023,Instagram,image,597,437,198,4401,,,,,,
12/08/2023,Twitter,text,867,208,136,6571,,,,,,
12/08/2023,Twitter,text,1919,720,387,8951,,,,,,
12/08/2023,Twitter,video,610,604,453,9754,,,,,,
12/08/2023,Instagram,image,1737,357,451,4467,,,,,,
12/08/2023,Facebook,image,997,591,492,7327,,,,,,
12/08/2023,Instagram,video,1639,497,375,9228,,,,,,
13/08/2023,Facebook,video,2037,458,238,6801,,,,,,
13/08/2023,Twitter,text,402,676,206,4649,,,,,,
13/08/2023,Facebook,image,780,719,371,5926,,,,,,
13/08/2023,Twitter,text,1989,499,285,6428,,,,,,
13/08/2023,Twitter,image,835,532,424,9236,,,,,,
14/08/2023,Twitter,image,1313,315,403,6671,,,,,,
14/08/2023,Instagram,video,1737,172,287,4502,,,,,,
14/08/2023,Facebook,video,796,538,468,4333,,,,,,
14/08/2023,Twitter,image,1327,768,430,4914,,,,,,
14/08/2023,Facebook,image,1035,678,459,9144,,,,,,
14/08/2023,Facebook,text,1838,677,490,9623,,,,,,
14/08/2023,Twitter,video,1099,151,330,5682,,,,,,
14/08/2023,Instagram,image,803,874,224,7414,,,,,,
15/08/2023,Instagram,video,545,158,388,6084,,,,,,
15/08/2023,Twitter,text,1790,142,348,7055,,,,,,
15/08/2023,Facebook,text,1252,565,493,5598,,,,,,
15/08/2023,Instagram,text,696,845,338,7853,,,,,,
15/08/2023,Facebook,video,766,620,320,7599,,,,,,
15/08/2023,Instagram,text,1439,194,191,7362,,,,,,
16/08/2023,Twitter,image,1993,104,115,7656,,,,,,
16/08/2023,Twitter,video,725,147,314,5075,,,,,,
16/08/2023,Twitter,image,2089,626,209,6488,,,,,,
16/08/2023,Facebook,video,1811,697,198,8791,,,,,,
16/08/2023,Instagram,text,883,892,194,4118,,,,,,
17/08/2023,Instagram,video,1912,159,337,8048,,,,,,
17/08/2023,Facebook,text,1172,346,280,5752,,,,,,
17/08/2023,Facebook,video,1808,126,409,9754,,,,,,
17/08/2023,Facebook,video,459,656,437,6563,,,,,,
17/08/2023,Twitter,image,1949,859,339,5437,,,,,,
17/08/2023,Twitter,video,1260,272,254,9964,,,,,,
17/08/2023,Instagram,video,2098,322,315,4690,,,,,,
17/08/2023,Twitter,image,1791,632,198,4595,,,,,,
17/08/2023,Twitter,image,974,421,185,7950,,,,,,
17/08/2023,Facebook,video,1630,507,143,4102,,,,,,
17/08/2023,Facebook,video,1959,270,374,9223,,,,,,
17/08/2023,Facebook,text,1272,253,410,8866,,,,,,
18/08/2023,Facebook,text,1101,704,190,7977,,,,,,
18/08/2023,Facebook,text,587,292,353,4329,,,,,,
18/08/2023,Facebook,image,936,120,164,9093,,,,,,
18/08/2023,Facebook,image,437,439,277,9563,,,,,,
19/08/2023,Twitter,image,1383,205,386,9326,,,,,,
19/08/2023,Instagram,image,1667,182,477,4930,,,,,,
19/08/2023,Instagram,text,811,832,382,6762,,,,,,
19/08/2023,Twitter,text,980,448,481,9684,,,,,,
20/08/2023,Facebook,video,463,261,306,8273,,,,,,
20/08/2023,Instagram,video,2154,627,164,4921,,,,,,
21/08/2023,Instagram,text,1780,432,319,6389,,,,,,
21/08/2023,Twitter,text,1891,900,113,9085,,,,,,
21/08/2023,Twitter,text,2186,290,442,9573,,,,,,
21/08/2023,Instagram,image,2161,873,379,7107,,,,,,
21/08/2023,Facebook,text,963,851,163,4043,,,,,,
22/08/2023,Facebook,text,1024,751,207,5288,,,,,,
22/08/2023,Instagram,image,1620,836,279,5653,,,,,,
22/08/2023,Instagram,image,796,539,337,5083,,,,,,
22/08/2023,Twitter,image,1276,664,381,5408,,,,,,
23/08/2023,Twitter,image,1099,827,264,7677,,,,,,
23/08/2023,Twitter,image,1613,852,203,6674,,,,,,
23/08/2023,Instagram,image,2078,236,402,4822,,,,,,
24/08/2023,Twitter,image,1274,773,375,7419,,,,,,
25/08/2023,Twitter,image,1995,715,334,6327,,,,,,
25/08/2023,Facebook,image,944,217,484,7092,,,,,,
25/08/2023,Instagram,text,2147,293,463,4234,,,,,,
26/08/2023,Instagram,image,1872,238,450,7347,,,,,,
26/08/2023,Twitter,image,1691,220,145,7268,,,,,,
26/08/2023,Twitter,text,1870,760,168,6891,,,,,,
26/08/2023,Instagram,text,1898,375,276,9633,,,,,,
26/08/2023,Facebook,text,859,377,268,6210,,,,,,
27/08/2023,Twitter,video,1114,667,412,9521,,,,,,
27/08/2023,Twitter,text,739,743,356,5833,,,,,,
27/08/2023,Instagram,video,1921,450,370,8957,,,,,,
27/08/2023,Facebook,image,663,189,220,9521,,,,,,
28/08/2023,Twitter,video,570,288,432,5871,,,,,,
28/08/2023,Twitter,video,827,214,452,9289,,,,,,
28/08/2023,Twitter,image,1981,322,411,6089,,,,,,
28/08/2023,Instagram,text,2061,698,308,4871,,,,,,
28/08/2023,Twitter,video,1567,488,346,9240,,,,,,
28/08/2023,Instagram,video,1961,443,263,5410,,,,,,
29/08/2023,Twitter,video,1369,293,237,7795,,,,,,
29/08/2023,Twitter,text,1751,671,434,7637,,,,,,
29/08/2023,Facebook,text,426,789,349,7018,,,,,,
29/08/2023,Instagram,text,1220,645,420,9408,,,,,,
30/08/2023,Instagram,image,807,576,283,4258,,,,,,
30/08/2023,Twitter,text,1352,113,132,8682,,,,,,
30/08/2023,Instagram,text,1971,845,302,4022,,,,,,
30/08/2023,Twitter,image,814,748,253,6518,,,,,,
31/08/2023,Twitter,video,2129,395,258,4836,,,,,,
31/08/2023,Twitter,image,845,578,153,8970,,,,,,
31/08/2023,Twitter,video,1975,385,290,4209,,,,,,
31/08/2023,Twitter,text,1420,217,424,4536,,,,,,
01/09/2023,Facebook,image,1476,180,407,8650,,,,,,
01/09/2023,Facebook,text,867,404,467,9055,,,,,,
01/09/2023,Twitter,image,1381,581,410,9339,,,,,,
01/09/2023,Twitter,video,1555,643,239,4360,,,,,,
02/09/2023,Facebook,text,1483,480,340,5492,,,,,,
02/09/2023,Twitter,text,1032,741,164,9191,,,,,,
02/09/2023,Twitter,image,632,369,299,8469,,,,,,
02/09/2023,Instagram,image,1055,557,407,8964,,,,,,
02/09/2023,Facebook,text,1516,708,397,6860,,,,,,
02/09/2023,Twitter,image,702,185,229,7824,,,,,,
03/09/2023,Facebook,image,401,129,129,5146,,,,,,
03/09/2023,Instagram,video,1545,464,359,6151,,,,,,
03/09/2023,Facebook,image,520,571,294,9911,,,,,,
03/09/2023,Instagram,video,1353,715,487,7936,,,,,,
04/09/2023,Facebook,video,471,631,159,8264,,,,,,
04/09/2023,Instagram,video,591,424,343,6812,,,,,,
04/09/2023,Twitter,video,1551,102,237,9282,,,,,,
04/09/2023,Facebook,text,1064,456,113,5087,,,,,,
04/09/2023,Twitter,video,1532,869,303,6991,,,,,,
04/09/2023,Facebook,text,544,869,415,9429,,,,,,
04/09/2023,Facebook,text,923,477,481,9104,,,,,,
04/09/2023,Twitter,image,1788,223,164,5406,,,,,,
04/09/2023,Twitter,text,542,192,499,8471,,,,,,
04/09/2023,Instagram,video,490,153,287,7421,,,,,,
05/09/2023,Facebook,image,904,666,316,5936,,,,,,
05/09/2023,Facebook,video,964,731,473,6148,,,,,,
05/09/2023,Twitter,image,421,791,291,4230,,,,,,
05/09/2023,Twitter,video,1967,200,324,7711,,,,,,
06/09/2023,Instagram,image,865,554,263,4506,,,,,,
06/09/2023,Facebook,text,857,715,376,8609,,,,,,
06/09/2023,Facebook,text,598,795,339,9127,,,,,,
06/09/2023,Twitter,image,470,399,286,9532,,,,,,
06/09/2023,Twitter,text,1661,893,103,9686,,,,,,
06/09/2023,Twitter,text,1881,281,386,7431,,,,,,
07/09/2023,Twitter,video,978,626,225,8076,,,,,,
07/09/2023,Instagram,image,2173,888,239,4816,,,,,,
07/09/2023,Facebook,image,1410,350,222,5665,,,,,,
07/09/2023,Instagram,text,1185,336,310,5271,,,,,,
07/09/2023,Instagram,text,1765,477,242,6615,,,,,,
07/09/2023,Instagram,text,1751,753,299,6254,,,,,,
07/09/2023,Facebook,video,959,398,483,9915,,,,,,
08/09/2023,Instagram,image,1420,301,101,4696,,,,,,
08/09/2023,Instagram,text,1419,165,119,9729,,,,,,
08/09/2023,Instagram,text,1680,194,408,4494,,,,,,
09/09/2023,Facebook,video,858,791,437,4369,,,,,,
09/09/2023,Twitter,image,1592,665,349,8439,,,,,,
09/09/2023,Instagram,text,916,500,498,4075,,,,,,
10/09/2023,Twitter,image,403,683,201,9417,,,,,,
10/09/2023,Instagram,image,454,665,425,6182,,,,,,
10/09/2023,Twitter,video,415,592,417,6228,,,,,,
10/09/2023,Instagram,text,1949,101,156,8654,,,,,,
10/09/2023,Facebook,text,1503,820,314,7144,,,,,,
10/09/2023,Instagram,image,910,486,406,5731,,,,,,
10/09/2023,Instagram,text,1484,512,129,4823,,,,,,
10/09/2023,Twitter,image,1613,747,185,5418,,,,,,
11/09/2023,Twitter,video,973,428,274,9811,,,,,,
11/09/2023,Facebook,image,621,438,301,9779,,,,,,
11/09/2023,Instagram,image,1740,174,218,6273,,,,,,
11/09/2023,Instagram,text,1333,768,475,8652,,,,,,
11/09/2023,Facebook,image,596,486,248,4861,,,,,,
11/09/2023,Twitter,image,2162,854,289,8143,,,,,,
11/09/2023,Instagram,text,887,715,125,8776,,,,,,
11/09/2023,Facebook,image,1910,678,173,5775,,,,,,
12/09/2023,Instagram,text,572,638,120,6807,,,,,,
12/09/2023,Facebook,text,1410,217,428,9762,,,,,,
12/09/2023,Instagram,image,407,530,320,8211,,,,,,
13/09/2023,Facebook,video,2130,891,384,4459,,,,,,
13/09/2023,Twitter,text,1560,823,390,8446,,,,,,
14/09/2023,Twitter,text,1579,478,301,7302,,,,,,
14/09/2023,Facebook,video,1222,347,310,8320,,,,,,
14/09/2023,Facebook,text,1014,898,425,8844,,,,,,
14/09/2023,Facebook,video,1400,273,445,4043,,,,,,
14/09/2023,Twitter,video,1248,243,363,5748,,,,,,
15/09/2023,Facebook,image,1690,116,159,5027,,,,,,
15/09/2023,Facebook,video,1476,835,441,7841,,,,,,
15/09/2023,Twitter,text,1026,675,275,7227,,,,,,
15/09/2023,Twitter,video,1295,724,456,4995,,,,,,
15/09/2023,Instagram,text,1471,417,479,4976,,,,,,
15/09/2023,Instagram,image,746,824,235,6198,,,,,,
15/09/2023,Instagram,image,456,806,303,8390,,,,,,
15/09/2023,Twitter,image,1052,318,411,9196,,,,,,
16/09/2023,Facebook,text,1767,199,241,6767,,,,,,
16/09/2023,Facebook,image,2097,426,151,4087,,,,,,
16/09/2023,Facebook,video,769,436,170,7547,,,,,,
16/09/2023,Facebook,text,2083,278,464,8197,,,,,,
16/09/2023,Facebook,text,1186,755,143,6745,,,,,,
17/09/2023,Twitter,text,406,425,114,5499,,,,,,
17/09/2023,Facebook,image,427,510,312,4739,,,,,,
17/09/2023,Instagram,text,2105,557,139,8293,,,,,,
17/09/2023,Facebook,image,1534,501,224,8041,,,,,,
17/09/2023,Instagram,text,1730,532,312,4353,,,,,,
17/09/2023,Instagram,image,1710,106,202,6555,,,,,,
17/09/2023,Instagram,image,508,684,124,5572,,,,,,
17/09/2023,Twitter,video,1625,318,453,4198,,,,,,
17/09/2023,Facebook,video,814,125,388,6239,,,,,,
18/09/2023,Twitter,image,1121,765,449,6408,,,,,,
18/09/2023,Twitter,video,1450,243,432,6142,,,,,,
18/09/2023,Instagram,text,1965,259,197,8233,,,,,,
18/09/2023,Instagram,image,1626,871,225,8820,,,,,,
18/09/2023,Twitter,video,528,207,341,6588,,,,,,
19/09/2023,Twitter,video,1978,396,199,5860,,,,,,
19/09/2023,Facebook,text,704,815,122,5814,,,,,,
19/09/2023,Instagram,video,1504,888,391,5782,,,,,,
19/09/2023,Instagram,video,2051,352,351,8223,,,,,,
20/09/2023,Twitter,image,684,470,102,8413,,,,,,
20/09/2023,Facebook,image,877,213,122,7489,,,,,,
20/09/2023,Twitter,text,2129,748,126,7659,,,,,,
20/09/2023,Instagram,image,707,845,314,7833,,,,,,
20/09/2023,Facebook,video,2125,172,292,6547,,,,,,
20/09/2023,Facebook,video,1445,129,170,8095,,,,,,
21/09/2023,Instagram,image,1482,512,185,4073,,,,,,
21/09/2023,Facebook,text,930,384,194,8824,,,,,,
21/09/2023,Facebook,image,1599,162,485,8609,,,,,,
21/09/2023,Twitter,image,635,729,167,5137,,,,,,
21/09/2023,Facebook,text,931,878,320,7451,,,,,,
21/09/2023,Facebook,video,1741,722,273,5333,,,,,,
21/09/2023,Instagram,video,804,639,289,8483,,,,,,
21/09/2023,Instagram,video,851,262,126,4578,,,,,,
22/09/2023,Facebook,image,1254,292,300,7117,,,,,,
22/09/2023,Twitter,image,1198,550,371,5055,,,,,,
22/09/2023,Twitter,video,419,481,342,7399,,,,,,
23/09/2023,Facebook,video,2041,142,214,6466,,,,,,
23/09/2023,Facebook,video,1424,546,292,7084,,,,,,
23/09/2023,Instagram,image,869,269,179,7053,,,,,,
23/09/2023,Twitter,video,1588,447,184,5792,,,,,,
23/09/2023,Instagram,image,980,890,252,4104,,,,,,
23/09/2023,Instagram,video,1482,493,387,8329,,,,,,
23/09/2023,Facebook,text,1738,509,387,7221,,,,,,
23/09/2023,Facebook,image,1146,175,220,8399,,,,,,
24/09/2023,Twitter,image,771,740,372,8329,,,,,,
24/09/2023,Twitter,video,1231,625,402,7279,,,,,,
24/09/2023,Instagram,text,1802,824,458,6834,,,,,,
24/09/2023,Twitter,text,1798,290,271,8402,,,,,,
24/09/2023,Twitter,text,663,144,175,7544,,,,,,
25/09/2023,Twitter,image,1469,448,466,7924,,,,,,
25/09/2023,Facebook,text,1826,156,291,9977,,,,,,
25/09/2023,Facebook,video,494,815,217,8086,,,,,,
25/09/2023,Instagram,text,1114,344,448,4704,,,,,,
25/09/2023,Facebook,video,786,398,338,4619,,,,,,
25/09/2023,Facebook,video,774,720,162,9305,,,,,,
25/09/2023,Instagram,video,559,524,338,6201,,,,,,
26/09/2023,Facebook,video,1587,162,298,6223,,,,,,
26/09/2023,Twitter,video,631,417,330,5768,,,,,,
26/09/2023,Instagram,text,2124,840,193,8525,,,,,,
26/09/2023,Twitter,image,426,101,465,9380,,,,,,
26/09/2023,Facebook,video,1748,732,132,7555,,,,,,
26/09/2023,Twitter,image,1177,383,130,4470,,,,,,
27/09/2023,Twitter,image,1664,282,476,8693,,,,,,
